,TimeStamp,Frame,Number of Faces (left->right),Face Position,angry,disgust,fear,happy,sad,surprise,neutral
0,9134.125,220.0,1,0,0.047652263194322586,0.004478267394006252,0.6135449409484863,0.00211171037517488,0.29078173637390137,0.0011793022276833653,0.040251825004816055
1,10385.375,250.0,1,0,0.011959288269281387,3.314724494885013e-07,0.0029876474291086197,0.6258350610733032,0.06296128034591675,0.0019792194943875074,0.294277161359787
2,12470.791666666666,300.0,1,0,0.00013717307592742145,1.291189599683662e-09,0.0010738552082329988,0.20642484724521637,0.010588165372610092,0.00015736512432340533,0.781618595123291
3,12887.875,310.0,1,0,1.1019043995474931e-05,2.9559144021362727e-10,0.00013005301298107952,0.07190156728029251,0.008413081057369709,4.2177318391622975e-05,0.9195021390914917
4,13304.958333333334,320.0,1,0,4.875187005382031e-05,1.3536928522572822e-10,9.195272286888212e-05,0.05153072997927666,0.0024103783071041107,5.571053770836443e-05,0.9458624124526978
5,14556.208333333332,350.0,2,0,2.7365744244889356e-05,1.3558888456444151e-09,3.12335578200873e-05,0.36563432216644287,0.007290443871170282,7.614011821033273e-08,0.6270166039466858
6,14556.208333333332,350.0,2,1,0.08721207827329636,0.008173150010406971,0.1072230190038681,3.851686869893456e-06,0.7890388369560242,0.00015200172492768615,0.008197125978767872
7,14973.291666666666,360.0,1,0,0.10545384883880615,6.038234801053477e-07,0.020800350233912468,1.3177508662920445e-05,0.724754810333252,4.169011299381964e-05,0.1489354521036148
8,15390.374999999998,370.0,1,0,0.2884296774864197,0.00016679379041306674,0.07729387283325195,0.05330444127321243,0.5768688917160034,9.941524695022963e-06,0.003926368430256844
9,15807.458333333332,380.0,1,0,0.012645095586776733,8.429795707343146e-05,0.3593859076499939,0.010878019034862518,0.4552494287490845,0.0004972930182702839,0.16126000881195068
10,16224.541666666668,390.0,1,0,0.23684467375278473,0.00041580485412850976,0.09481378644704819,0.0008201258024200797,0.6258768439292908,0.0006408598856069148,0.040587928146123886
11,16641.624999999996,400.0,1,0,0.14149567484855652,2.6431254696035467e-07,0.044911112636327744,0.002483388176187873,0.5556137561798096,0.0006537321605719626,0.254842072725296
12,17058.708333333332,410.0,1,0,1.0795254690165734e-09,1.7075895696049036e-16,1.1607193504958868e-11,0.9934369921684265,4.28506240268689e-07,6.595776369522355e-09,0.006562529597431421
13,17475.791666666664,420.0,1,0,4.91783873281422e-14,1.0422634043168124e-27,1.2016539612522151e-18,0.9999998807907104,1.9752725320741453e-14,6.409763009669308e-15,1.2841603336255503e-07
14,17892.875,430.0,2,0,0.6797071099281311,0.0037284125573933125,0.040265973657369614,0.015878526493906975,0.16594243049621582,0.02887437492609024,0.065603107213974
15,17892.875,430.0,2,1,0.19319485127925873,0.0009705066913738847,0.5362395644187927,0.0014115693047642708,0.20950664579868317,0.001188088208436966,0.05748867243528366
16,18309.958333333336,440.0,1,0,0.07553907483816147,9.006607797346078e-07,0.028430581092834473,0.0016092361183837056,0.4482269287109375,1.8819644537870772e-05,0.4461744427680969
17,18727.041666666664,450.0,2,0,0.012289982289075851,4.382062979857437e-05,0.021727072075009346,0.0075875804759562016,0.0925942063331604,4.450387496035546e-05,0.8657128810882568
18,18727.041666666664,450.0,2,1,0.0692284032702446,0.027731290087103844,0.20201453566551208,0.004472102504223585,0.5204382538795471,0.013145851902663708,0.16296949982643127
19,23314.958333333332,560.0,1,0,0.12248349189758301,0.00040483855991624296,0.29794323444366455,0.00805133767426014,0.5397288799285889,0.015075554139912128,0.01631271466612816
20,24149.124999999996,580.0,1,0,0.03888644650578499,2.171182495658286e-05,0.48949310183525085,0.001157409162260592,0.399326354265213,0.0011579638812690973,0.0699569582939148
21,24983.291666666668,600.0,1,0,0.0986190214753151,1.2620965208043344e-05,0.12463787943124771,0.022630484774708748,0.4137837290763855,0.014127830974757671,0.32618841528892517
22,28737.041666666668,690.0,1,0,0.20827268064022064,1.3956325346953236e-05,0.06896676123142242,0.0004091660084668547,0.13488848507404327,0.008562938310205936,0.5788859724998474
23,29154.125,700.0,1,0,0.46007439494132996,1.7131402074710422e-08,0.007975774817168713,0.007515501696616411,0.00126517319586128,0.09506481140851974,0.42810434103012085
24,29571.208333333332,710.0,2,0,0.019004952162504196,6.762454063391488e-08,0.02739390730857849,1.8147550235880772e-06,0.7734165787696838,1.4317514569484047e-06,0.18018116056919098
25,29571.208333333332,710.0,2,1,0.03441305086016655,8.853656618157402e-05,0.030980674549937248,0.49045294523239136,0.03209773823618889,0.005179079249501228,0.40678805112838745
26,29988.291666666664,720.0,2,0,0.08204706758260727,1.539147092444182e-06,0.09219229966402054,4.869837357546203e-05,0.44428932666778564,9.355648944620043e-05,0.3813275396823883
27,29988.291666666664,720.0,2,1,0.39017239212989807,4.39596124124364e-06,0.0997597724199295,0.09500162303447723,0.20546501874923706,0.0002176624839194119,0.20937907695770264
28,30405.375,730.0,2,0,0.11673101037740707,0.015242863446474075,0.40074431896209717,0.0003647953853942454,0.31635355949401855,0.029344214126467705,0.12121929973363876
29,30405.375,730.0,2,1,0.27113574743270874,9.707649439860688e-08,0.7191113829612732,4.927079498884268e-05,0.00913090817630291,1.9838520529447123e-05,0.0005528128822334111
30,30822.458333333332,740.0,1,0,0.0803472176194191,6.349288742057979e-05,0.36850714683532715,4.4019096094416454e-05,0.339689701795578,0.010104709304869175,0.20124368369579315
31,34159.12499999999,820.0,1,0,0.23212917149066925,6.800146820751252e-06,0.09620678424835205,4.9820759159047157e-05,0.3464120030403137,2.5134899260592647e-05,0.3251703083515167
32,36244.541666666664,870.0,1,0,0.3227892220020294,2.3179827621788718e-06,0.09784479439258575,0.02256159670650959,0.533139169216156,0.00023273959232028574,0.023430153727531433
33,36661.625,880.0,2,0,0.0003355255466885865,1.8841818771875296e-08,0.09733591228723526,0.0005745025118812919,0.00048030063044279814,0.9012429714202881,3.071481114602648e-05
34,36661.625,880.0,2,1,0.030275247991085052,0.00012271602463442832,0.8857266306877136,0.001304510748013854,0.021188810467720032,0.04661700502038002,0.014765149913728237
35,37078.70833333333,890.0,1,0,0.7986719608306885,2.7926689654123038e-05,0.012098590843379498,0.01735680364072323,0.09574463963508606,0.004797767847776413,0.0713023766875267
36,37495.791666666664,900.0,1,0,0.35483822226524353,1.5507341231568716e-05,0.048961933702230453,0.0020463564433157444,0.4922638237476349,0.000526883639395237,0.10134722292423248
37,37912.875,910.0,1,0,0.000809557968750596,2.5476869268459268e-05,0.0004022911307401955,0.9799235463142395,0.006202480290085077,4.2286446841899306e-05,0.012594399973750114
38,38329.95833333333,920.0,1,0,0.0005165410111658275,6.681283412035555e-05,6.556267908308655e-05,0.9743356704711914,0.00448046438395977,3.380212001502514e-05,0.020501330494880676
39,38747.04166666667,930.0,1,0,0.0003231907612644136,0.00011488256859593093,0.00011795265891123563,0.9535825252532959,0.01426310371607542,4.754523979499936e-05,0.03155076131224632
40,39164.125,940.0,1,0,0.12878063321113586,0.00011738606553990394,0.08951620012521744,0.24384187161922455,0.181671604514122,0.0006639388157054782,0.35540831089019775
41,39581.20833333333,950.0,1,0,0.02888120338320732,2.5508657017780934e-06,0.5741854906082153,0.0007148613804019988,0.2555740177631378,0.007038432639092207,0.13360348343849182
42,39998.291666666664,960.0,1,0,0.006024293135851622,0.0003184998931828886,0.0013592770555987954,2.374501491431147e-05,0.9036686420440674,2.619287613470078e-07,0.08860531449317932
43,40415.375,970.0,1,0,0.006621463689953089,5.507909463631222e-06,0.007059916853904724,0.0027595090214163065,0.33230680227279663,0.00021168704552110285,0.6510351896286011
44,40832.458333333336,980.0,1,0,0.00958526786416769,5.1654693379532546e-05,0.0143434451892972,0.0005109927733428776,0.49189990758895874,0.0006591558922082186,0.48294955492019653
45,41249.541666666664,990.0,1,0,0.002002858789637685,1.460898715777148e-06,0.0017321946797892451,3.3194522984558716e-05,0.6014066338539124,1.825137405830901e-05,0.394805371761322
46,41666.62499999999,1000.0,1,0,0.33331796526908875,0.0003073412226513028,0.0752018392086029,9.336669609183446e-05,0.5904051065444946,1.6222813428612426e-05,0.000658173521514982
47,42083.708333333336,1010.0,1,0,0.27813395857810974,0.007748013362288475,0.2256011664867401,0.0003188311238773167,0.48431718349456787,0.00020238316210452467,0.003678544657304883
48,42500.791666666664,1020.0,1,0,0.08841022849082947,0.0022607543505728245,0.3285893499851227,0.0009875723626464605,0.5640256404876709,0.0001197118399431929,0.015606836415827274
49,42917.87499999999,1030.0,1,0,0.07148277759552002,0.018700435757637024,0.7120971083641052,0.0028243856504559517,0.18131305277347565,0.001022554119117558,0.01255970448255539
50,43334.958333333336,1040.0,1,0,0.17740528285503387,0.0012974949786439538,0.28115421533584595,0.007691723760217428,0.41178154945373535,0.00013131607556715608,0.12053847312927246
51,43752.041666666664,1050.0,1,0,0.11542832851409912,0.0006087819929234684,0.19897104799747467,0.010351638309657574,0.646958589553833,0.0002931385242845863,0.027388490736484528
52,47088.70833333333,1130.0,1,0,5.0692775403149426e-05,1.107672574539656e-13,0.25636330246925354,1.717228315101238e-08,0.0014170698123052716,0.7420784831047058,9.036568371811882e-05
53,47505.791666666664,1140.0,1,0,7.153051228669938e-06,2.410527357690935e-14,3.197927469500428e-07,4.414219802129082e-06,7.543496758444235e-05,3.768032552642353e-09,0.9999126195907593
54,47922.875,1150.0,1,0,2.77498420473421e-05,2.702316426184126e-10,0.03266206383705139,0.00022594815527554601,0.2985522449016571,1.5427218613695004e-06,0.6685305237770081
55,48339.95833333333,1160.0,1,0,0.004683794919401407,2.2152507881401107e-06,0.0222428347915411,2.6458383217686787e-05,0.8230581879615784,2.473024869686924e-05,0.14996182918548584
56,48757.041666666664,1170.0,1,0,0.13316264748573303,0.009559930302202702,0.5855312943458557,0.07251033186912537,0.16918815672397614,0.012984017841517925,0.017063673585653305
57,50008.291666666664,1200.0,1,0,0.0004497075278777629,6.048366230970714e-06,0.003741961671039462,1.307262778027507e-06,0.9726146459579468,1.1787151521502892e-07,0.023186124861240387
58,50425.37499999999,1210.0,1,0,0.24235963821411133,0.0012186495587229729,0.32491829991340637,3.612535147112794e-05,0.39370036125183105,0.0001590175088495016,0.03760790079832077
59,50842.458333333336,1220.0,1,0,0.24045372009277344,7.836965743024393e-09,0.08350753039121628,6.49395733489655e-05,0.06991872191429138,0.0008168432977981865,0.6052382588386536
60,51259.541666666664,1230.0,1,0,2.062408555048023e-07,1.9727684655128364e-13,0.3790150284767151,4.661723451704347e-09,0.620984673500061,3.5331172666339117e-13,4.870355851949171e-08
61,51676.625,1240.0,1,0,0.00024458373081870377,1.4872997581780178e-12,0.009510776959359646,2.3256390704773366e-05,0.44553887844085693,9.793034223548602e-07,0.5446815490722656
62,54179.125,1300.0,1,0,0.0016328762285411358,2.653325168466836e-07,0.39568158984184265,0.030799677595496178,0.34523430466651917,0.08028195798397064,0.1463693380355835
63,54596.20833333333,1310.0,1,0,0.26692652702331543,0.0004129178123548627,0.5088163614273071,0.0012108306400477886,0.06851896643638611,0.031282611191272736,0.12283182889223099
64,56681.625,1360.0,2,0,1.1187306881765835e-05,1.515894527959194e-11,1.8577673017716734e-06,0.989290177822113,1.3443518582789693e-06,1.583756420586724e-05,0.01067957654595375
65,56681.625,1360.0,2,1,0.06920686364173889,0.0013354519614949822,0.02804185263812542,0.0578886941075325,0.3491922616958618,0.0028675966896116734,0.4914672076702118
66,57098.708333333336,1370.0,2,0,4.39221139458823e-06,2.4807992032166437e-12,2.6719311208012186e-08,0.9993367791175842,6.076773928498369e-08,1.1941351658606436e-05,0.0006468039355240762
67,57098.708333333336,1370.0,2,1,0.002458504168316722,1.833340945722739e-07,0.004456961061805487,0.9911317229270935,0.00026721792528405786,0.0013044212246313691,0.0003809292975347489
68,57515.791666666664,1380.0,1,0,0.0002783327072393149,4.045300983079869e-08,8.221538155339658e-05,0.9990695118904114,0.0002021215041168034,4.1409304685657844e-05,0.0003264601109549403
69,57932.87499999999,1390.0,1,0,0.015126650221645832,1.8639562995304004e-06,0.014497763477265835,0.96305251121521,0.0013310181675478816,0.005601695738732815,0.00038853895966894925
70,58349.958333333336,1400.0,1,0,0.0005046288133598864,2.504462237595817e-08,0.00045844644773751497,0.998335063457489,0.00027264925302006304,0.00026961573166772723,0.00015969618107192218
71,58767.041666666664,1410.0,1,0,0.0005578569252975285,2.5436655448629608e-08,0.0013499944470822811,0.8293258547782898,0.006281809415668249,0.0009401181014254689,0.16154436767101288
72,59184.12499999999,1420.0,2,0,0.2154456228017807,0.00027264177333563566,0.1183709129691124,0.01825438253581524,0.40452688932418823,0.0007302234880626202,0.24239930510520935
73,59184.12499999999,1420.0,2,1,0.077149897813797,3.0849510949337855e-05,0.2169799506664276,0.0009547451045364141,0.5194699764251709,5.007685103919357e-05,0.1853645294904709
74,62103.70833333333,1490.0,1,0,4.347137291915715e-06,1.128056032780175e-15,0.17456603050231934,2.801330447255168e-05,0.053308892995119095,3.0005646749486914e-06,0.7720896601676941
75,62520.791666666664,1500.0,1,0,9.87622684078815e-07,2.384967874233257e-12,0.8797286748886108,0.02212267369031906,0.09590321779251099,2.8050010314473184e-08,0.00224445597268641
76,64189.12500000001,1540.0,1,0,0.5107166171073914,2.4306982027155755e-07,0.012922775000333786,0.12114156782627106,0.0005382158560678363,0.3456365764141083,0.009043981321156025
77,67525.79166666666,1620.0,1,0,0.04251730069518089,2.64572548758224e-07,0.13979510962963104,9.47335283854045e-05,0.7594846487045288,0.0005295086302794516,0.05757848173379898
78,67942.875,1630.0,1,0,0.1225229948759079,6.61289561776357e-07,0.17890696227550507,0.00016254269576165825,0.6481096744537354,0.0021374935749918222,0.048159677535295486
79,68359.95833333333,1640.0,1,0,0.08333339542150497,1.6332315055933577e-07,0.2989274263381958,0.004866758827120066,0.5171259641647339,0.028163472190499306,0.06758285313844681
80,68777.04166666666,1650.0,1,0,1.3036700465818285e-06,1.668388094344664e-08,2.7611028485807765e-07,0.9996740818023682,0.00021596044825855643,8.710645538201334e-10,0.00010843267955351621
81,70028.29166666666,1680.0,1,0,1.2265412863143865e-07,5.4718721303418765e-18,0.0016015131259337068,5.146906551090069e-05,0.002527411561459303,1.022838880260224e-08,0.9958194494247437
82,72947.875,1750.0,1,0,0.26079362630844116,1.4657681276730727e-05,0.10940045863389969,0.001469977549277246,0.01697136089205742,0.001091735321097076,0.6102582216262817
83,77535.79166666667,1860.0,1,0,0.06098008528351784,0.34572046995162964,0.010114440694451332,0.07054270803928375,0.42179861664772034,0.00108475296292454,0.08975893259048462
84,77952.87499999999,1870.0,1,0,2.7503722321853274e-06,4.836360756321767e-10,1.7206878055731067e-06,0.9992121458053589,9.906781633617356e-05,1.179377159132855e-05,0.0006725711282342672
85,79204.12499999999,1900.0,1,0,0.005934747867286205,0.0003370541671756655,0.47796016931533813,0.28982973098754883,0.002425567014142871,0.22010040283203125,0.003412447404116392
86,80872.45833333333,1940.0,1,0,0.0004435709270182997,0.00012297403009142727,0.014472764916718006,0.9614042639732361,0.005221588537096977,0.0001537047792226076,0.01818113401532173
87,84626.20833333333,2030.0,1,0,0.0004347757203504443,1.2344169419975515e-07,0.0009230643045157194,0.09165223687887192,0.005348442122340202,0.0004174224741291255,0.90122389793396
88,85043.29166666666,2040.0,1,0,1.877334625532967e-07,1.1128047132857519e-13,9.878958371700719e-05,2.9840628030797234e-06,0.9998955726623535,6.99803409665023e-12,2.457907612551935e-06
89,86711.625,2080.0,1,0,0.0023396180476993322,1.0433898296469124e-06,0.08294785767793655,0.001150580937974155,0.636008083820343,0.00010642834240570664,0.27744629979133606
90,88379.95833333333,2120.0,1,0,0.000647776061668992,7.043720415822463e-07,0.004767538979649544,0.0002016235375776887,0.9927964806556702,2.002516566790291e-06,0.0015838650288060308
91,90048.29166666666,2160.0,1,0,0.6754084229469299,2.0251093246770324e-06,0.039245571941137314,0.0003803995787166059,0.23811061680316925,0.0008195626433007419,0.046033382415771484
92,90465.375,2170.0,1,0,0.014226234517991543,2.736015994742047e-05,0.05367503687739372,0.003046636702492833,0.9263612627983093,0.0008850176236592233,0.0017785184318199754
93,90882.45833333333,2180.0,1,0,0.0002804543182719499,5.482974629877901e-10,1.1559096492419485e-05,0.4507043957710266,0.0012653387384489179,2.2551121219294146e-05,0.5477156639099121
94,92133.70833333333,2210.0,1,0,0.001637753564864397,1.7338232964903e-06,0.911401629447937,0.005596775561571121,0.07994858175516129,1.4118074432190042e-05,0.0013993961038067937
95,94636.20833333333,2270.0,1,0,0.24886702001094818,0.0017078197561204433,0.19661720097064972,0.2922225892543793,0.08344192802906036,0.0011698977323248982,0.1759735494852066
96,99641.20833333333,2390.0,2,0,0.42893490195274353,0.008349829353392124,0.2804447412490845,0.0014497076626867056,0.23984017968177795,0.03394332528114319,0.0070373802445828915
97,99641.20833333333,2390.0,2,1,0.9983313679695129,1.4707862874274724e-06,0.0012197463074699044,2.5950116651074495e-06,0.00043505500070750713,4.7393035629283986e-07,9.388982107338961e-06
98,100058.29166666666,2400.0,2,0,0.5562386512756348,0.12719297409057617,0.11152272671461105,0.001130110933445394,0.18305028975009918,0.010397644713521004,0.010467554442584515
99,100058.29166666666,2400.0,2,1,0.992926299571991,8.120908751152456e-05,0.004903082735836506,7.884638762334362e-05,0.0019024753710255027,3.703492257045582e-05,7.104289397830144e-05
100,100475.375,2410.0,1,0,0.9760090112686157,0.00036110743531025946,0.017923124134540558,0.0002700334298424423,0.005064177792519331,0.00013538812345359474,0.00023708432854618877
101,100892.45833333333,2420.0,1,0,0.9786927103996277,1.57760878209956e-05,0.009989268146455288,0.0005241124890744686,0.00975028146058321,3.6131703382125124e-05,0.0009917720453813672
102,101309.54166666666,2430.0,1,0,0.8871195912361145,8.575723768444732e-06,0.02495775930583477,0.0007887661340646446,0.06787611544132233,8.727697422727942e-05,0.019161973148584366
103,101726.625,2440.0,1,0,0.9565308094024658,1.2746751053782646e-05,0.01290105376392603,0.00019022595370188355,0.028578216210007668,1.828013228077907e-05,0.0017686161445453763
104,102143.70833333334,2450.0,1,0,0.9572538733482361,7.798212209308986e-07,0.03258086368441582,3.963270501117222e-06,0.009767145849764347,5.2157480240566656e-05,0.00034125670208595693
105,103394.95833333333,2480.0,1,0,0.0007060533971525729,3.3534203680574137e-07,0.012858187779784203,1.006502543532406e-06,0.985990047454834,1.91340188138156e-09,0.00044443149818107486
106,103812.04166666666,2490.0,1,0,0.00031873973784968257,2.2026411805597945e-09,0.0023475144989788532,0.00018225473468191922,0.023831138387322426,4.598737390892893e-08,0.9733203053474426
107,105480.375,2530.0,2,0,0.0057067302986979485,2.793598810058029e-07,8.584801253164187e-05,0.9831960201263428,0.0013500810600817204,4.297276973375119e-05,0.009618074633181095
108,105480.375,2530.0,2,1,0.009110902436077595,3.690990268978567e-08,0.04484521970152855,0.00043402620940469205,0.17529907822608948,2.8015072530251928e-05,0.7702827453613281
109,105897.45833333333,2540.0,1,0,0.057940687984228134,3.90818968298845e-06,0.00994750577956438,0.7485255599021912,0.01071774773299694,0.022475160658359528,0.1503894180059433
110,106314.54166666666,2550.0,2,0,0.06227612867951393,9.278805373469368e-05,0.286735862493515,0.08149751275777817,0.1343921720981598,0.03688772767782211,0.3981178104877472
111,106314.54166666666,2550.0,2,1,0.023144159466028214,3.521702707232066e-09,0.40080440044403076,0.00032434865715913475,0.5718666911125183,0.0002284594957018271,0.00363197666592896
